Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
KRUTICKS PHARMACY,589 Crescent Street,,Brooklyn,Kings,NY,11208,00069-1085-30,Paxlovid,22,POINT (-73.86937 40.67337),1891809778,10/13/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8346,2066 STATE ROUTE 32,,Modena,Ulster,NY,12548,00069-1085-30,Paxlovid,17,POINT (-74.10621 41.66589),1932390242,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00745,594 ATLANTIC AVE.,CVS Pharmacy,East Rockaway,Nassau,NY,11518,00069-1085-30,Paxlovid,26,POINT (-73.66368 40.64119),1841486594,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #03098,123 WINDERMERE AVE.,CVS Pharmacy,Greenwood Lake,Orange,NY,10925,00069-1085-30,Paxlovid,26,POINT (-74.29208 41.22621),1649374406,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #00323,1 GRAND UNION PLAZA,CVS Pharmacy,Saugerties,Ulster,NY,12477,00069-1085-30,Paxlovid,55,POINT (-73.96782 42.0836),1730283490,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 04257,3001-27 MERMAID AVENUE,,Brooklyn,Kings,NY,11224,00069-1085-30,Paxlovid,41,POINT (-73.997 40.57536),1376652818,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09800,1750 GENESEE ST,,Utica,Oneida,NY,13502,00069-1085-30,Paxlovid,90,POINT (-75.258565 43.088605),1932152915,10/13/2022 12:00:00 AM,ACTIVE,
CENTRE CARE PHARMACY LLC,2321 86TH ST,,Brooklyn,Kings,NY,11214,00069-1085-30,Paxlovid,21,POINT (-73.99074 40.600345),1710341722,10/16/2022 12:00:00 AM,ACTIVE,
Dyker Heights Pharmacy,8016 13th Ave,,Brooklyn,Kings,NY,11228,00069-1085-30,Paxlovid,42,POINT (-74.01093 40.617235),1861587016,10/12/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19349,602 NOTTINGHAM RD,,Syracuse,Onondaga,NY,13224,00069-1085-30,Paxlovid,55,POINT (-76.11048 43.02176),1447774385,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #10239,1655 STATE ST,,Watertown,Jefferson,NY,13601,00069-1085-30,Paxlovid,36,POINT (-75.881866 43.96808),1871642579,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19526,5626 STATE HIGHWAY 7,STE 4,Oneonta,Otsego,NY,13820,00069-1085-30,Paxlovid,31,POINT (-75.014095 42.46049),1720505241,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14185,100 DELANCEY ST,,New York,New York,NY,10002,00069-1085-30,Paxlovid,48,POINT (-73.988715 40.719015),1326064445,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #07057,730 FRANKLIN AVE,,Franklin Square,Nassau,NY,11010,00069-1085-30,Paxlovid,42,POINT (-73.68596 40.68868),1972518041,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #15104,1333 BOSTON POST RD,,Larchmont,Westchester,NY,10538,00069-1085-30,Paxlovid,70,POINT (-73.744213 40.939365),1285074211,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02906,10204 FLATLANDS AVE.,CVS Pharmacy,Brooklyn,Kings,NY,11236,00069-1085-30,Paxlovid,22,POINT (-73.89647 40.64618),1992809750,10/14/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 2553,400 UNION BLVD,,W. Islip,Suffolk,NY,11795,00069-1085-30,Paxlovid,18,POINT (-73.301107 40.706955),1598797458,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #04565,12704 GUY R BREWER BLVD,,Jamaica,Queens,NY,11434,00069-1085-30,Paxlovid,57,POINT (-73.77958 40.67767),1811902968,10/13/2022 12:00:00 AM,ACTIVE,
SHOREHAM DRUGS,99-1 RTE 25A,,Shoreham,Suffolk,NY,11786,00069-1085-30,Paxlovid,4,POINT (-72.90148 40.9472),1437160090,10/11/2022 12:00:00 AM,ACTIVE,
CVS Store #16402,2626 DELAWARE AVE,CVS Pharmacy,Buffalo,Erie,NY,14216,00069-1085-30,Paxlovid,29,POINT (-78.87365 42.95552),1770505307,10/14/2022 12:00:00 AM,ACTIVE,
DRUG WORLD,55 Chestnut Street,,Cold Spring,Putnam,NY,10516,00069-1085-30,Paxlovid,18,POINT (-73.95169 41.4178),1770558819,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #18198,1710 CROSBY AVE,,Bronx,Bronx,NY,10461,00069-1085-30,Paxlovid,6,POINT (-73.83128 40.84581),1285151969,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #07485,107 N MAIN ST,,Port Chester,Westchester,NY,10573,00069-1085-30,Paxlovid,9,POINT (-73.661777 41.001855),1255527966,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 00543,5224 FIFTH AVENUE,,Brooklyn,Kings,NY,11220,00069-1085-30,Paxlovid,53,POINT (-74.01206 40.64363),1821108515,10/13/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8377,235 FIFTH AVE. EXT.,,Gloversville,Fulton,NY,12078,00069-1085-30,Paxlovid,25,POINT (-74.321546 43.059751),1396853776,10/13/2022 12:00:00 AM,ACTIVE,
SMARTSCRIPTS INC,2048 victory blvd,,Staten Island,Richmond,NY,10314,00069-1085-30,Paxlovid,24,POINT (-74.13175 40.61213),1871157826,05/20/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
WALGREENS STORE #16463,29 W 116TH ST,,New York,New York,NY,10026,00069-1085-30,Paxlovid,40,POINT (-73.94773 40.80138),1790146157,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02939,500 GRAND ST.,CVS Pharmacy,New York,New York,NY,10002,00069-1085-30,Paxlovid,49,POINT (-73.982783 40.715425),1386748143,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #07130,350 SOUTH BROADWAY,CVS Pharmacy,Tarrytown,Westchester,NY,10591,00069-1085-30,Paxlovid,51,POINT (-73.861444 41.064595),1982952289,10/14/2022 12:00:00 AM,ACTIVE,
ST. FRANCIS HOSPITAL - ROSLYN,100 Port Washington Blvd,,Roslyn,Nassau,NY,11576,00069-1085-30,Paxlovid,139,POINT (-73.66869 40.8048),,10/06/2022 12:00:00 AM,ACTIVE,
CVS Store #00598,1717 SHERIDAN DR.,CVS Pharmacy,Tonawanda,Erie,NY,14223,00069-1085-30,Paxlovid,34,POINT (-78.87121 42.98029),1962618231,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #05367,"116 WASHINGTON AVE., #128",CVS Pharmacy,Cedarhurst,Nassau,NY,11516,00069-1085-30,Paxlovid,8,POINT (-73.726905 40.62023),1861595696,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14101,37 BROADWAY,,New York,New York,NY,10006,00069-1085-30,Paxlovid,16,POINT (-74.01319 40.70618),1407871981,10/13/2022 12:00:00 AM,ACTIVE,
Dan Horn Pharmacy Health Services,111 E GREEN ST,,Olean,Cattaraugus,NY,14760,00069-1085-30,Paxlovid,30,POINT (-78.42913 42.07402),1609881234,10/11/2022 12:00:00 AM,ACTIVE,
DRUGLAND PHARMACY CORP,5806 Fort Hamilton Pkwy,,Brooklyn,Kings,NY,11219,00069-1085-30,Paxlovid,0,POINT (-74.004515 40.63405),1528446168,09/12/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
WALGREENS STORE #17926,4232 BAYCHESTER AVE,,Bronx,Bronx,NY,10466,00069-1085-30,Paxlovid,30,POINT (-73.84483 40.89651),1154844926,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17033,675 TROY SCHENECTADY RD,CVS Pharmacy,Latham,Albany,NY,12110,00069-1085-30,Paxlovid,19,POINT (-73.77333 42.75563),1104848753,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2043,2348 Route 19 N,,Warsaw,Wyoming,NY,14569,00069-1085-30,Paxlovid,8,POINT (-78.12861 42.76785),1881611010,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00441,259 SARATOGA RD.,CVS Pharmacy,Glenville,Schenectady,NY,12302,00069-1085-30,Paxlovid,81,POINT (-73.93211 42.86986),1578664033,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #03224,130 LENOX AVE.,CVS Pharmacy,New York,New York,NY,10026,00069-1085-30,Paxlovid,48,POINT (-73.94871 40.80214),1902900764,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14488,575 LEXINGTON AVE,,New York,New York,NY,10022,00069-1085-30,Paxlovid,10,POINT (-73.97143 40.757255),1154603561,10/13/2022 12:00:00 AM,ACTIVE,
Northern Pharmacy,164-16 Northern Blvd,,Flushing,Queens,NY,11358,00069-1085-30,Paxlovid,25,POINT (-73.80161 40.76027),1598805533,10/14/2022 12:00:00 AM,ACTIVE,
THRIFTCARE PHARMACY,1717 FOSTER AVE,,Brooklyn,Kings,NY,11230,00069-1085-30,Paxlovid,4,POINT (-73.96069 40.6354),1245756279,09/06/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
WALGREENS STORE #14345,460 8TH AVE,,New York,New York,NY,10001,00069-1085-30,Paxlovid,16,POINT (-74.00647 40.73149),1679599799,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10836,2401 GENESEE STREET,,Cheektowaga,Erie,NY,14225,00069-1085-30,Paxlovid,9,POINT (-78.79427 42.91929),1003915273,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 01019,133 ROUTE 303,,Valley Cottage,Rockland,NY,10989,00069-1085-30,Paxlovid,56,POINT (-73.94257 41.11939),1447369756,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09190,1860 VETERANS HWY,,Islandia,Suffolk,NY,11749,00069-1085-30,Paxlovid,32,POINT (-73.17695 40.802215),1912168717,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 02541,420 SOUTH BROADWAY,,Yonkers,Westchester,NY,10705,00069-1085-30,Paxlovid,64,POINT (-73.896458 40.918728),1013026343,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10738,1067 STATE ROUTE 222,,Cortland,Cortland,NY,13045,00069-1085-30,Paxlovid,21,POINT (-76.204947 42.59881),1043319387,10/13/2022 12:00:00 AM,ACTIVE,
ALTO PHARMACY,100 PARK AVE,SUITE FRONT E,New York,New York,NY,10017,00069-1085-30,Paxlovid,1294,POINT (-73.978765 40.751295),,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #17007,500 EAST SANDFORD BLVD,CVS Pharmacy,Mount Vernon,Westchester,NY,10550,00069-1085-30,Paxlovid,15,POINT (-73.81773 40.90099),1295757847,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17665,3480 JEROME AVE,,Bronx,Bronx,NY,10467,00069-1085-30,Paxlovid,6,POINT (-73.88153 40.88222),1063939866,10/13/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1994,25 Consumer Sq,,Plattsburgh,Clinton,NY,12901,00069-1085-30,Paxlovid,2,POINT (-73.48644 44.692505),1972520104,10/13/2022 12:00:00 AM,ACTIVE,
Starside Drugs,136-36 39TH AVE,,Flushing,Queens,NY,11354,00069-1085-30,Paxlovid,2,POINT (-73.82897 40.76041),1265446082,10/10/2022 12:00:00 AM,ACTIVE,
CVS Store #06237,399 JERUSALEM AVE.,CVS Pharmacy,Hicksville,Nassau,NY,11801,00069-1085-30,Paxlovid,39,POINT (-73.51842 40.75111),1326377797,10/14/2022 12:00:00 AM,ACTIVE,
Walgreens Store #15940,185 Greenwich St,,New York,New York,NY,10007,00069-1085-30,Paxlovid,17,POINT (-74.01185 40.71178),,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10706,804 ROUTE 82,,Hopewell Junction,Dutchess,NY,12533,00069-1085-30,Paxlovid,44,POINT (-73.81201 41.57804),1700974128,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #06054,2465 RICHMOND AVE.,CVS Pharmacy,Staten Island,Richmond,NY,10314,00069-1085-30,Paxlovid,68,POINT (-74.16693 40.58742),1255434718,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19548,6296 ONTARIO CENTER RD,,Ontario,Wayne,NY,14519,00069-1085-30,Paxlovid,1,POINT (-77.30575 43.22693),1265957880,10/13/2022 12:00:00 AM,ACTIVE,
Sams Pharmacy #6423,300 N Galleria Dr,,Middletown,Orange,NY,10941,00069-1085-30,Paxlovid,32,POINT (-74.37203 41.46082),1689691750,10/13/2022 12:00:00 AM,ACTIVE,
PHARMSCRIPT HOLDCOANDSUBSIDIARIES,441 Commerce Rd,,Vestal,Broome,NY,13850,00002-7589-01,Bebtelovimab,46,POINT (-75.983547 42.10738),1730466079,10/14/2022 12:00:00 AM,ACTIVE,
OMNICARE OF PLAINVIEW #48313,55 W. Ames Court Suite 200,,Plainview,Nassau,NY,11803,00069-1085-30,Paxlovid,25,POINT (-73.46786 40.7897),1184648511,10/14/2022 12:00:00 AM,ACTIVE,
Kinney Drugs Inc. #75 - Weedsport,2783 NY-31,,Weedsport,Cayuga,NY,13166,00069-1085-30,Paxlovid,66,POINT (-76.55644 43.05615),1538276712,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #02436,1346 PENNSYLVANIA AVENUE,CVS Pharmacy,Brooklyn,Kings,NY,11239,00069-1085-30,Paxlovid,29,POINT (-73.88288 40.64712),1760586523,10/14/2022 12:00:00 AM,ACTIVE,
HEALTHDIRECT INST. PHARMACY  #96,250 Wallace Way,,Rochester,Monroe,NY,14624,00002-7589-01,Bebtelovimab,3,POINT (-77.744313 43.153587),1134549603,08/24/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Wellness Pharmacy,144 W 72nd St,,New York,New York,NY,10023,00069-1085-30,Paxlovid,15,POINT (-73.98048 40.77794),1407317753,10/12/2022 12:00:00 AM,ACTIVE,
CVS Store #00555,308 BROADWAY,CVS Pharmacy,Bethpage,Nassau,NY,11714,00069-1085-30,Paxlovid,28,POINT (-73.479045 40.74045),1962500595,10/14/2022 12:00:00 AM,ACTIVE,
LEGACY SPECIALTY PHARMACY CORP,6668 FRESH POND RD,,Ridgewood,Queens,NY,11385,00002-7589-01,Bebtelovimab,2,POINT (-73.89732 40.706765),1538713524,08/08/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #00230,"70 ATLANTIC AVE, GREAT LINCOLN S/C",CVS Pharmacy,Oceanside,Nassau,NY,11572,00069-1085-30,Paxlovid,64,POINT (-73.64222 40.6396),1952409591,10/14/2022 12:00:00 AM,ACTIVE,
UPSTATE FAM HLTH CTR INC,1001 Noyes St,,Utica,Oneida,NY,13502,00069-1085-30,Paxlovid,,POINT (-75.25298 43.09772),,07/11/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
LITTLE NECK DRUG STORE INC,252-11 northern blvd,,Little Neck,Queens,NY,11362,00069-1085-30,Paxlovid,46,POINT (-73.735025 40.770835),1649323635,06/09/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
WALGREENS STORE #16555,530 5TH AVE,,New York,New York,NY,10036,00069-1085-30,Paxlovid,23,POINT (-73.980005 40.7552),1508881061,10/13/2022 12:00:00 AM,ACTIVE,
ALLDAY PHARMACY INC,41-99 Main St,Suite 202A,Flushing,Queens,NY,11355,00069-1085-30,Paxlovid,9,POINT (-73.828075 40.755665),1740756576,10/07/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2844,1549 Route 9,,Clifton Park,Saratoga,NY,12065,00069-1085-30,Paxlovid,11,POINT (-73.772444 42.866388),1780601849,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #05357,"413 RTE 376, SUITE 1",CVS Pharmacy,Hopewell Junction,Dutchess,NY,12533,00069-1085-30,Paxlovid,44,POINT (-73.80866 41.57861),1225131063,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19145,5942 S SALINA ST,,Syracuse,Onondaga,NY,13205,00069-1085-30,Paxlovid,49,POINT (-76.14386 42.98443),1326562398,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02059,1012 LITTLE EAST NECK ROAD,CVS Pharmacy,West Babylon,Suffolk,NY,11704,00069-1085-30,Paxlovid,16,POINT (-73.35844 40.72329),1043314891,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 10662,229 INDEPENDENCE PLAZA,,Selden,Suffolk,NY,11784,00069-1085-30,Paxlovid,6,POINT (-73.05025 40.86407),1972602217,10/13/2022 12:00:00 AM,ACTIVE,
KIRAS PHARMACY,88 KINGS HWY,,Brooklyn,Kings,NY,11214,00069-1085-30,Paxlovid,15,POINT (-73.98809 40.60606),1619256120,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00641,1 ORANGETOWN SHOPPING CENTER,CVS Pharmacy,Orangeburg,Rockland,NY,10962,00069-1085-30,Paxlovid,46,POINT (-73.95324 41.04481),1437257078,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 10632,126-128 JERICHO TURNPIKE,,Commack,Suffolk,NY,11725,00069-1085-30,Paxlovid,40,POINT (-73.25946 40.8468),1578662755,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 03766,5901 BAY PARKWAY,,Brooklyn,Kings,NY,11204,00069-1085-30,Paxlovid,40,POINT (-73.9779 40.61689),1043329550,10/13/2022 12:00:00 AM,ACTIVE,
Kinney Drugs Inc. #25-St Johnsville,12 Park Place,,St. Johnsville,Montgomery,NY,13452,00069-1085-30,Paxlovid,33,POINT (-74.678325 42.99772),1154438331,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14314,5411 MYRTLE AVE,,Ridgewood,Queens,NY,11385,00069-1085-30,Paxlovid,7,POINT (-73.91057 40.69973),1881619351,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17289,500 MEDLEY CENTRE PKWY,CVS Pharmacy,Rochester,Monroe,NY,14622,00069-1085-30,Paxlovid,18,POINT (-77.57442 43.19747),1548342785,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #07881,97-15 METROPOLITAN AVENUE,CVS Pharmacy,Forest Hills,Queens,NY,11375,00069-1085-30,Paxlovid,29,POINT (-73.855185 40.711325),1225132087,10/14/2022 12:00:00 AM,ACTIVE,
CMAD-Manhattan,827 11th Avenue,,New York,New York,NY,10019,00002-7589-01,Bebtelovimab,100,POINT (-73.99267 40.77044),1144399098,10/11/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #4184,3335 Hempstead Tpke,,Levittown,Nassau,NY,11756,00069-1085-30,Paxlovid,16,POINT (-73.51287 40.72642),1508203852,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17489,6 SIMMONS PLZ,,Saugerties,Ulster,NY,12477,00069-1085-30,Paxlovid,146,POINT (-73.94611 42.06615),1447776182,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #01918,755 BROADWAY,,Brooklyn,Kings,NY,11206,00069-1085-30,Paxlovid,30,POINT (-73.94155 40.70066),1588679658,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #10751,820 FORT SALONGA RD,,Northport,Suffolk,NY,11768,00069-1085-30,Paxlovid,6,POINT (-73.331357 40.89825),1538325774,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #01934,ONE GUSSACK PLAZA CENTER,CVS Pharmacy,Great Neck,Nassau,NY,11021,00069-1085-30,Paxlovid,34,POINT (-73.7299 40.788045),1700980562,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 04893,1950 FULTON STREET,,Brooklyn,Kings,NY,11233,00069-1085-30,Paxlovid,22,POINT (-73.92073 40.67856),1225147747,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #10512,720 E RIDGE RD,,Rochester,Monroe,NY,14621,00069-1085-30,Paxlovid,41,POINT (-77.599255 43.197465),1104062579,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14128,386 FULTON ST,,Brooklyn,Kings,NY,11201,00069-1085-30,Paxlovid,21,POINT (-73.98718 40.69125),1043235500,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14497,100 BROADWAY,,New York,New York,NY,10005,00069-1085-30,Paxlovid,31,POINT (-74.011255 40.707945),1396001905,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #10530,475 6TH AVE.,CVS Pharmacy,New York,New York,NY,10011,00069-1085-30,Paxlovid,49,POINT (-73.998275 40.73592),1851751614,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 00499,424 ELMWOOD AVE.,,Buffalo,Erie,NY,14222,00069-1085-30,Paxlovid,19,POINT (-78.87779 42.90875),1447369939,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00589,"955 PAYNE AVE, MID-CITY PLAZA",CVS Pharmacy,North Tonawanda,Niagara,NY,14120,00069-1085-30,Paxlovid,50,POINT (-78.87672 43.05053),1982702627,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #05057,108 RT 44,CVS Pharmacy,Millerton,Dutchess,NY,12546,00069-1085-30,Paxlovid,51,POINT (-73.504905 41.95243),1679676415,10/14/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 2590,460 FRANKLIN AVENUE,,Franklin Square,Nassau,NY,11010,00069-1085-30,Paxlovid,16,POINT (-73.68364 40.695285),1285004416,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19993,50 N MAIN ST,,Ellenville,Ulster,NY,12428,00069-1085-30,Paxlovid,20,POINT (-74.39641 41.71868),1346765112,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #05045,1630 CHRISLER AVENUE,CVS Pharmacy,Schenectady,Schenectady,NY,12303,00069-1085-30,Paxlovid,44,POINT (-73.93795 42.7903),1366545824,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #21210,526 W 30TH ST,,New York,New York,NY,10001,00069-1085-30,Paxlovid,22,POINT (-74.002514 40.752722),1336700699,10/13/2022 12:00:00 AM,ACTIVE,
ROME MEMORIAL HOSPITAL,1500 N JAMES ST,,Rome,Oneida,NY,13440,00002-7589-01,Bebtelovimab,2,POINT (-75.44391 43.22924),1376546440,10/05/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8337,30 TOWER DR.,,Middletown,Orange,NY,10941,00069-1085-30,Paxlovid,16,POINT (-74.37113 41.46527),1225146608,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14436,200 WATER ST,,New York,New York,NY,10038,00069-1085-30,Paxlovid,17,POINT (-74.00432 40.70746),1477579597,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14232,1498 YORK AVE,,New York,New York,NY,10075,00069-1085-30,Paxlovid,24,POINT (-73.949965 40.771595),1114943248,10/13/2022 12:00:00 AM,ACTIVE,
Stony Point Pharmacy,69 S Liberty Drive,,Stony Point,Rockland,NY,10980,00069-1085-30,Paxlovid,0,POINT (-73.984822 41.22355),1215031273,05/09/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
WALGREENS STORE #01013,5564 BROADWAY,,Bronx,Bronx,NY,10463,00069-1085-30,Paxlovid,30,POINT (-73.90483 40.87855),1396750477,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #15393,2201 HEMPSTEAD TPKE,,East Meadow,Nassau,NY,11554,00069-1085-30,Paxlovid,25,POINT (-73.55495 40.72534),1013345818,10/13/2022 12:00:00 AM,ACTIVE,
RIVERDALE PHARMACY,5669 RIVERDALE AVE,,Bronx,Bronx,NY,10471,00069-1085-30,Paxlovid,31,POINT (-73.90488 40.90645),1538101316,05/14/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Walmart Pharmacy #2785,441 Commerce Dr,,Victor,Ontario,NY,14564,00069-1085-30,Paxlovid,12,POINT (-77.43692 43.01799),1659602142,10/13/2022 12:00:00 AM,ACTIVE,
Metropharm Inc,123 Walker Street,,New York,New York,NY,10013,00069-1085-30,Paxlovid,15,POINT (-74.143795 40.630564),1316989940,10/10/2022 12:00:00 AM,ACTIVE,
CVS Store #02725,111 DEPOT ROAD,CVS Pharmacy,Huntington Station,Suffolk,NY,11746,00069-1085-30,Paxlovid,55,POINT (-73.40853 40.848215),1225132079,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #01118,970 MONTAUK HIGHWAY,CVS Pharmacy,Bayport,Suffolk,NY,11705,00069-1085-30,Paxlovid,12,POINT (-73.045581 40.74874),1851495519,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 00642,141 ORISKANY BOULEVARD,,Whitesboro,Oneida,NY,13492,00069-1085-30,Paxlovid,19,POINT (-75.29435 43.12053),1639288103,10/13/2022 12:00:00 AM,ACTIVE,
WHITESTONE PHARMACY,15043 B 14th Avenue,,Whitestone,Queens,NY,11357,00069-1085-30,Paxlovid,18,POINT (-73.81258 40.79013),1093970402,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00753,185 WINTON RD NORTH,CVS Pharmacy,Rochester,Monroe,NY,14610,00069-1085-30,Paxlovid,30,POINT (-77.55422 43.1491),1689778433,10/14/2022 12:00:00 AM,ACTIVE,
WEIS MARKETS INC,160 ROBINSON ST,Weis Pharmacy #219,Binghamton,Broome,NY,13904,00069-1085-30,Paxlovid,19,POINT (-75.88926 42.10651),1982910774,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 10621,444 HILLSIDE AVENUE,,Williston Park,Nassau,NY,11596,00069-1085-30,Paxlovid,43,POINT (-73.65782 40.7541),1588763767,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19777,153 MAIN STREET,,Owego,Tioga,NY,13827,00069-1085-30,Paxlovid,19,POINT (-76.26354 42.10335),1942725262,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 03865,218-35 HEMPSTEAD AVENUE,,Queens Village,Queens,NY,11429,00069-1085-30,Paxlovid,30,POINT (-73.73735 40.71385),1093824534,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19353,8052 STATE ROUTE 12,,Barneveld,Oneida,NY,13304,00069-1085-30,Paxlovid,29,POINT (-75.18379 43.25301),1619491420,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 02744,2271 RICHMOND AVENUE,,Staten Island,Richmond,NY,10314,00069-1085-30,Paxlovid,57,POINT (-74.16365 40.59169),1598874000,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #06334,703 NEWBRIDGE RD,,North Bellmore,Nassau,NY,11710,00069-1085-30,Paxlovid,32,POINT (-73.54401 40.70531),1063427136,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02700,1402 SHEEPSHEAD BAY ROAD,CVS Pharmacy,Brooklyn,Kings,NY,11235,00069-1085-30,Paxlovid,106,POINT (-73.954875 40.587305),1598869349,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #02232,89 BROADWAY,CVS Pharmacy,Greenlawn,Suffolk,NY,11740,00069-1085-30,Paxlovid,27,POINT (-73.36488 40.867415),1285738005,10/14/2022 12:00:00 AM,ACTIVE,
